0	0
0.0039	0.00303
0.0078	0.00302
0.0117	0.00302
0.0156	0.00301
0.0195	0.00301
0.0234	0.003
0.0273	0.003
0.0312	0.00299
0.0351	0.00299
0.039	0.00298
0.0429	0.00298
0.0468	0.00297
0.0507	0.00297
0.0546	0.00296
0.0585	0.00296
0.0624	0.00295
0.0663	0.00295
0.0702	0.00294
0.0741	0.00294
0.078	0.00293
0.0819	0.00293
0.0858	0.00292
0.0897	0.00291
0.0936	0.00291
0.0975	0.0029
0.1014	0.0029
0.1053	0.0029
0.1092	0.00289
0.1131	0.00288
0.117	0.00288
0.1209	0.00287
0.1248	0.00287
0.1287	0.00287
0.1326	0.00286
0.1365	0.00286
0.1404	0.00285
0.1443	0.00285
0.1482	0.00284
0.1521	0.00284
0.156	0.00284
0.1599	0.00283
0.1638	0.00283
0.1677	0.00284
0.1716	0.00283
0.1755	0.00283
0.1794	0.00282
0.1833	0.00281
0.1872	0.00279
0.1911	0.00278
0.195	0.00278
0.1989	0.00277
0.2028	0.00276
0.2067	0.00276
0.2106	0.00275
0.2145	0.00275
0.2184	0.00274
0.2223	0.00272
0.2262	0.00269
0.2301	0.00266
0.234	0.00264
0.2379	0.00264
0.2418	0.00265
0.2457	0.00267
0.2496	0.00268
0.2535	0.00269
0.2574	0.00268
0.2613	0.00268
0.2652	0.0027
0.2691	0.00274
0.273	0.00277
0.2769	0.00279
0.2808	0.00281
0.2847	0.00281
0.2886	0.00279
0.2925	0.00276
0.2964	0.00273
0.3003	0.0027
0.3042	0.00267
0.3081	0.00263
0.312	0.00259
0.3159	0.00257
0.3198	0.0026
0.3237	0.00269
0.3276	0.00281
0.3315	0.0029
0.3354	0.00291
0.3393	0.00281
0.3432	0.00264
0.3471	0.00249
0.351	0.00241
0.3549	0.00244
0.3588	0.00253
0.3627	0.00267
0.3666	0.00284
0.3705	0.00296
0.3744	0.00298
0.3783	0.00286
0.3822	0.00265
0.3861	0.00244
0.39	0.00228
0.3939	0.00222
0.3978	0.00224
0.4017	0.00233
0.4056	0.00241
0.4095	0.00236
0.4134	0.00216
0.4173	0.00188
0.4212	0.00165
0.4251	0.00159
0.429	0.00173
0.4329	0.00202
0.4368	0.00227
0.4407	0.00234
0.4446	0.00222
0.4485	0.00202
0.4524	0.00189
0.4563	0.00195
0.4602	0.00221
0.4641	0.00264
0.468	0.00309
0.4719	0.00333
0.4758	0.00316
0.4797	0.00259
0.4836	0.00181
0.4875	0.00117
0.4914	0.00087
0.4953	0.00099
0.4992	0.00145
0.5031	0.00205
0.507	0.00248
0.5109	0.00248
0.5148	0.00205
0.5187	0.00146
0.5226	0.00105
0.5265	0.00109
0.5304	0.00167
0.5343	0.00276
0.5382	0.00406
0.5421	0.00519
0.546	0.0058
0.5499	0.00582
0.5538	0.00544
0.5577	0.005
0.5616	0.00471
0.5655	0.0045
0.5694	0.00406
0.5733	0.00313
0.5772	0.0018
0.5811	0.00053
0.585	-0.00012
0.5889	0.00006
0.5928	0.00093
0.5967	0.00228
0.6006	0.00382
0.6045	0.00502
0.6084	0.00523
0.6123	0.00416
0.6162	0.00231
0.6201	0.00057
0.624	-0.00035
0.6279	-0.00032
0.6318	0.00042
0.6357	0.00141
0.6396	0.00208
0.6435	0.00193
0.6474	0.00085
0.6513	-0.00072
0.6552	-0.00208
0.6591	-0.00274
0.663	-0.0026
0.6669	-0.00187
0.6708	-0.00096
0.6747	-0.00028
0.6786	0.00008
0.6825	0.00025
0.6864	0.00023
0.6903	-0.00006
0.6942	-0.00022
0.6981	0.00041
0.702	0.00193
0.7059	0.00339
0.7098	0.00366
0.7137	0.00232
0.7176	-0.00002
0.7215	-0.00235
0.7254	-0.00383
0.7293	-0.00408
0.7332	-0.00325
0.7371	-0.00197
0.741	-0.00101
0.7449	-0.00063
0.7488	-0.00071
0.7527	-0.00112
0.7566	-0.00181
0.7605	-0.00233
0.7644	-0.00151
0.7683	0.00167
0.7722	0.00688
0.7761	0.01229
0.78	0.01588
0.7839	0.0167
0.7878	0.01522
0.7917	0.01265
0.7956	0.01025
0.7995	0.00877
0.8034	0.00825
0.8073	0.00816
0.8112	0.00797
0.8151	0.00736
0.819	0.00615
0.8229	0.00422
0.8268	0.00184
0.8307	0.00016
0.8346	0.00054
0.8385	0.00289
0.8424	0.00527
0.8463	0.00571
0.8502	0.00413
0.8541	0.00187
0.858	0.00023
0.8619	-0.00028
0.8658	0.0002
0.8697	0.00086
0.8736	0.00016
0.8775	-0.00311
0.8814	-0.00819
0.8853	-0.01251
0.8892	-0.01365
0.8931	-0.01131
0.897	-0.00748
0.9009	-0.00472
0.9048	-0.00442
0.9087	-0.00623
0.9126	-0.00846
0.9165	-0.00899
0.9204	-0.00636
0.9243	-0.00063
0.9282	0.00686
0.9321	0.01426
0.936	0.01995
0.9399	0.02268
0.9438	0.02167
0.9477	0.01732
0.9516	0.01151
0.9555	0.00668
0.9594	0.00429
0.9633	0.00404
0.9672	0.00458
0.9711	0.005
0.975	0.00532
0.9789	0.00604
0.9828	0.00759
0.9867	0.00975
0.9906	0.01135
0.9945	0.01058
0.9984	0.00615
1.0023	-0.00128
1.0062	-0.00885
1.0101	-0.01281
1.014	-0.01067
1.0179	-0.00317
1.0218	0.00544
1.0257	0.00945
1.0296	0.00521
1.0335	-0.00621
1.0374	-0.01962
1.0413	-0.02898
1.0452	-0.03093
1.0491	-0.02552
1.053	-0.01515
1.0569	-0.00344
