0	0
0.005	0.00138
0.01	0.00138
0.015	0.00138
0.02	0.00138
0.025	0.00138
0.03	0.00138
0.035	0.00138
0.04	0.00138
0.045	0.00138
0.05	0.00138
0.055	0.00138
0.06	0.00138
0.065	0.00138
0.07	0.00138
0.075	0.00138
0.08	0.00138
0.085	0.00138
0.09	0.00138
0.095	0.00138
0.1	0.00138
0.105	0.00138
0.11	0.00138
0.115	0.00137
0.12	0.00137
0.125	0.00137
0.13	0.00137
0.135	0.00137
0.14	0.00137
0.145	0.00138
0.15	0.00139
0.155	0.00141
0.16	0.00141
0.165	0.0014
0.17	0.00141
0.175	0.00144
0.18	0.00147
0.185	0.00148
0.19	0.00146
0.195	0.00141
0.2	0.00134
0.205	0.00128
0.21	0.00122
0.215	0.00118
0.22	0.00119
0.225	0.00124
0.23	0.00128
0.235	0.00133
0.24	0.0014
0.245	0.00147
0.25	0.00152
0.255	0.00155
0.26	0.00153
0.265	0.00151
0.27	0.00154
0.275	0.00164
0.28	0.00174
0.285	0.00184
0.29	0.00195
0.295	0.00202
0.3	0.00207
0.305	0.0021
0.31	0.00218
0.315	0.00233
0.32	0.00248
0.325	0.00265
0.33	0.00281
0.335	0.00294
0.34	0.00304
0.345	0.00317
0.35	0.00337
0.355	0.00355
0.36	0.00359
0.365	0.00347
0.37	0.00327
0.375	0.00308
0.38	0.00292
0.385	0.00277
0.39	0.00258
0.395	0.00229
0.4	0.00191
0.405	0.0014
0.41	0.00078
0.415	0.0001
0.42	-0.00069
0.425	-0.0016
0.43	-0.00244
0.435	-0.00319
0.44	-0.0039
0.445	-0.00448
0.45	-0.00492
0.455	-0.00508
0.46	-0.00481
0.465	-0.00409
0.47	-0.00318
0.475	-0.00234
0.48	-0.00161
0.485	-0.00097
0.49	-0.00035
0.495	0.00025
0.5	0.00071
0.505	0.00087
0.51	0.00084
0.515	0.00075
0.52	0.00078
0.525	0.00103
0.53	0.0015
0.535	0.00196
0.54	0.00219
0.545	0.00212
0.55	0.00174
0.555	0.0013
0.56	0.00107
0.565	0.0011
0.57	0.00124
0.575	0.00131
0.58	0.00128
0.585	0.0011
0.59	0.00071
0.595	0.00018
0.6	-0.00031
0.605	-0.0004
0.61	0.00002
0.615	0.00085
0.62	0.00181
0.625	0.00248
0.63	0.00289
0.635	0.00355
0.64	0.00429
0.645	0.0045
0.65	0.00401
0.655	0.00289
0.66	0.0011
0.665	-0.001
0.67	-0.00265
0.675	-0.00352
0.68	-0.00375
0.685	-0.00358
0.69	-0.00312
0.695	-0.00242
0.7	-0.00132
0.705	0.00008
0.71	0.00164
0.715	0.00315
0.72	0.00461
0.725	0.00573
0.73	0.00623
0.735	0.0064
0.74	0.00682
0.745	0.00769
0.75	0.00918
0.755	0.01121
0.76	0.0133
0.765	0.0152
0.77	0.01653
0.775	0.01707
0.78	0.01673
0.785	0.01516
0.79	0.01231
0.795	0.00887
0.8	0.00557
0.805	0.0024
0.81	-0.00052
0.815	-0.00309
0.82	-0.00582
0.825	-0.00922
0.83	-0.0129
0.835	-0.01553
0.84	-0.01639
0.845	-0.01567
0.85	-0.01392
0.855	-0.01214
0.86	-0.01101
0.865	-0.0107
0.87	-0.01115
0.875	-0.01239
0.88	-0.01411
0.885	-0.01528
0.89	-0.01509
0.895	-0.01361
0.9	-0.01087
0.905	-0.00705
0.91	-0.00309
0.915	-0.00012
0.92	0.00187
0.925	0.00305
0.93	0.00353
0.935	0.00386
0.94	0.00468
0.945	0.00579
0.95	0.00655
0.955	0.00643
0.96	0.00511
0.965	0.00276
0.97	0
0.975	-0.00237
0.98	-0.00312
0.985	-0.00174
0.99	0.0005
0.995	0.00268
1	0.0041
1.005	0.00442
1.01	0.00384
1.015	0.00268
1.02	0.00139
1.025	0.00014
1.03	-0.00079
1.035	-0.00118
1.04	-0.00144
1.045	-0.00279
1.05	-0.00579
1.055	-0.00888
1.06	-0.01039
1.065	-0.01018
1.07	-0.00905
1.075	-0.00736
1.08	-0.00567
1.085	-0.00488
1.09	-0.00465
1.095	-0.00442
1.1	-0.0041
1.105	-0.00385
1.11	-0.00374
1.115	-0.00314
1.12	-0.00143
1.125	0.0004
1.13	0.00172
1.135	0.0027
1.14	0.00393
1.145	0.00563
1.15	0.00763
1.155	0.00913
1.16	0.00966
1.165	0.00953
1.17	0.00981
1.175	0.01159
1.18	0.01449
1.185	0.01728
1.19	0.01929
1.195	0.02021
1.2	0.02074
1.205	0.02143
1.21	0.02162
1.215	0.02078
1.22	0.01897
1.225	0.01686
1.23	0.01492
1.235	0.01329
1.24	0.01132
1.245	0.00889
1.25	0.00652
1.255	0.00445
1.26	0.00275
1.265	0.00117
1.27	-0.0005
1.275	-0.00245
1.28	-0.0045
1.285	-0.00654
1.29	-0.00845
1.295	-0.01085
1.3	-0.01418
1.305	-0.01784
1.31	-0.02096
1.315	-0.02381
1.32	-0.02705
1.325	-0.03086
1.33	-0.0344
1.335	-0.03701
1.34	-0.03812
1.345	-0.03743
1.35	-0.03535
1.355	-0.03225
1.36	-0.02863
1.365	-0.02543
1.37	-0.02315
1.375	-0.02144
1.38	-0.01904
1.385	-0.01542
1.39	-0.01128
1.395	-0.00586
1.4	0.0012
1.405	0.00739
1.41	0.0103
1.415	0.01078
1.42	0.01122
1.425	0.0132
1.43	0.01701
1.435	0.02125
1.44	0.02452
1.445	0.02652
1.45	0.02724
1.455	0.02642
1.46	0.0239
1.465	0.02113
1.47	0.01767
1.475	0.01142
1.48	0.00333
1.485	-0.00389
1.49	-0.00903
1.495	-0.01364
1.5	-0.01909
